imie	nazwisko	pesel	email	odpowiedzialny	
Dzwonimierz	Szulc	93072861798	d.szulc@amorek.com.pl	33460067	
Rafaela	Jałoszyńska	93080137140	jaloszynska@amorek.com.pl	73074873	
Marin	Abramczyk	93080986355	abramczyk@gmail.com	66705093	
Tamara	Kucharczyk	93081226081	t.kucharczyk@buziaczek.pl	31172821	
Miłowan	Wojcik	93081737752	wojcik11@wp.pl	16495740	
Leopold	Andrzejewski	93082746715	andrzejewski@buziaczek.pl	43200980	
Eugeniusz	Obrębski	93083118579	e.obrebski@wp.pl	72748750	
Damazy	Danielak	93090533534	d.danielak@amorek.com.pl	63002422	
Jakub	Podsiadło	93091018391	j.podsiadlo@onet.pl	85443651	
Jacenty	Starzyński	93091136132	starzynski@gmail.com	31860911	
Otylia	Ekielska	93091137041	o.ekielska@onet.pl	33119498	
Delfina	Żochowska	93091842024	d.zochowska@buziaczek.pl	5412484	
Greta	Butrymowicz	93092013029	butrymowicz@onet.pl	81123755	
Kira	Paszkowska	93100369706	k.paszkowska@onet.pl	65141125	
Bogumiła	Roszkowska	93100422469	b.roszkowska@o2.pl	1251041	
Izolda	Korona	93100793783	i.korona@wp.pl	16006009	
Bazyli	Gut	93100823338	gut@gmail.com	3314048	
Klaudiusz	Tarczałowicz	93101071754	tarczalowicz@wp.pl	98716023	
Leonarda	Górzyńska	93101895361	gorzynska@amorek.com.pl	7792759	
Placyda	Chudzińska	93101937065	chudzinska@buziaczek.pl	46020120	
Grzymisław	Tuchlin	93102328312	g.tuchlin@wp.pl	95861327	
Anna	Woźniak	93102497609	wozniak@buziaczek.pl	45408900	
Bromir	Samsonowicz	93103011235	samsonowicz@amorek.com.pl	56936099	
Ligia	Stępień	93111259867	stepien@o2.pl	62261056	
Wojciech	Arciszewski	93111262771	arciszewski@onet.pl	57020278	
Amadeusz	Frąckiewicz	93111762653	a.frackiewicz@gmail.com	17000453	
Nasif	Jaśkiewicz	93111896233	jaskiewicz1@gmail.com	61323131	
Oswald	Drewnowicz	93112514037	o.drewnowicz@onet.pl	61323131	
Tina	Bachleda	93112547824	t.bachleda@o2.pl	60364312	
Ksenia	Baj	93113097403	baj@onet.pl	87778128	
Rajmund	Paszewski	93120791257	r.paszewski@onet.pl	46597832	
Serwacy	Wielowieyski	93121375539	wielowieyski@amorek.com.pl	42502215	
Wielisław	Nowak	93121497732	w.nowak@amorek.com.pl	58403523	
Lilia	Milska	93122288520	milska@amorek.com.pl	88823491	
Ferdynanda	Majerska	93123056142	majerska@buziaczek.pl	3194112	
Symeon	Dębicki	94010546713	s.debicki@onet.pl	99864218	
Mirołada	Dziubdziela	94010629564	dziubdziela@buziaczek.pl	28643042	
Alia	Radwańska	94011193921	radwanska@gmail.com	44735008	
Lucjola	Zarzecka	94011384404	zarzecka@o2.pl	5027044	
Dominika	Malczewska	94011740284	malczewska@wp.pl	22036116	
Eliza	Chodura	94012410306	e.chodura@o2.pl	54812412	
Serafina	Raszewska	94012837208	raszewska@onet.pl	70954719	
Aleksa	Stachyra	94012998044	stachyra@gmail.com	32315120	
Nadia	Krawczyk	94013036828	krawczyk@wp.pl	84006248	
Kleopatra	Wielowieyska	94013038028	k.wielowieyska@onet.pl	33021046	
Bogumił	Plater	94020163313	b.plater@amorek.com.pl	5420101	
Tomisława	Żądło	94020467707	zadlo@onet.pl	77664	
Edwin	Maciszewski	94020722015	e.maciszewski@amorek.com.pl	54705963	
Jowita	Święcicka	94021434582	j.swiecicka@wp.pl	12298585	
Ramona	Larek	94021526960	r.larek@onet.pl	65325893	
Józef	Peretjatkowicz	94021854371	j.peretjatkowicz@amorek.com.pl	47581995	
Anzelm	Frączkiewicz	94021901738	fraczkiewicz@wp.pl	97812849	
Rajner	Błażowski	94022384374	blazowski@amorek.com.pl	76935345	
Medard	Różański	94031048919	m.rozanski@wp.pl	40158462	
Kasper	Waliszewski	94031123373	k.waliszewski@onet.pl	76768693	
Idosława	Kowalska	94031212123	kowalska@amorek.com.pl	3314048	
Chwalisława	Żurek	94031723566	c.zurek@o2.pl	31390840	
Miłowita	Szlawska	94031901449	szlawska@gmail.com	4906498	
Nora	Franczak	94032056148	n.franczak@amorek.com.pl	72646081	
Dobrogost	Lipiński	94032713371	d.lipinski@buziaczek.pl	94911593	
Rajner	Tkaczewski	94033094734	r.tkaczewski@o2.pl	12604398	
Alisa	Łagowska	94040229569	lagowska@o2.pl	31744871	
Pafnucy	Radziński	94040821396	radzinski@buziaczek.pl	69119460	
Danko	Imieliński	94041086712	imielinski1@o2.pl	4974073	
Owidiusz	Gryga	94041881973	gryga@wp.pl	67649884	
Czesław	Szulc	94042033157	szulc1@amorek.com.pl	90658560	
Igor	Borowski	94042205772	i.borowski@o2.pl	59923357	
Radzimir	Hejmo	94050176879	hejmo@buziaczek.pl	66165458	
Lajla	Zatorska	94050949046	zatorska1@amorek.com.pl	62261056	
Anetta	Lenkiewicz-Ipohorska	94051627886	a.lenkiewicz-ipohorska@o2.pl	1509437	
Bronisława	Nisau	94051745009	nisau@wp.pl	4051184	
Ludomił	Kryński	94052096517	krynski@onet.pl	57882305	
Babeta	Garbowska	94052444242	garbowska@wp.pl	96893580	
Sławomierz	Kuryłowicz	94053027134	s.kurylowicz@o2.pl	60794982	
Kordula	Grzywak	94053145784	k.grzywak@amorek.com.pl	16576012	
Hermana	Zawiślak	94060163508	h.zawislak@wp.pl	55227913	
Dorian	Lilpop	94060902215	d.lilpop@buziaczek.pl	22442091	
Efrem	Paśniczek	94060944752	pasniczek@o2.pl	83330278	
Norbert	Kozubek	94061043535	kozubek@buziaczek.pl	69283782	
Lajla	Lewek	94061199366	l.lewek@o2.pl	72846395	
Jaśmina	Sadowska	94061255862	sadowska@buziaczek.pl	37231277	
Julianna	Pazderska	94061296780	pazderska@onet.pl	6699509	
Dawid	Rutowicz	94061454735	rutowicz@buziaczek.pl	78496543	
Salomea	Kowalska	94062058068	s.kowalska@buziaczek.pl	44438708	
Olena	Pawełek	94062159400	o.pawelek@wp.pl	4804659	
Kinga	Sieradzki	94063079040	sieradzki@amorek.com.pl	67378008	
Leonard	Maniura	94070497879	l.maniura@onet.pl	75672891	
Jagna	Warzager	94071043628	j.warzager@onet.pl	57439144	
Felicyta	Meysztowicz	94071235300	f.meysztowicz@buziaczek.pl	48119301	
Tybilla	Musiał	94071465624	t.musial@wp.pl	43372746	
Faustyn	Żakowski	94080510692	zakowski@wp.pl	41731482	
Paskal	Tatarkiewicz	94081181114	tatarkiewicz@o2.pl	21172230	
Tessa	Nowakowska	94081403045	nowakowska@gmail.com	21538554	
Apollina	Kaznowska	94081975104	kaznowska@gmail.com	14853872	
Irena	Polkowska	94082191086	polkowska@amorek.com.pl	1997621	
Wirginiusz	Drewniowski	94082455898	drewniowski@onet.pl	38797677	
Teodora	Wojtaczka	94090250045	wojtaczka1@amorek.com.pl	8051997	
Sylwiusz	Praga	94090444255	praga@wp.pl	41085910	
Dorosława	Sulej	94091560321	sulej1@gmail.com	35706003	
Rajna	Wałach	94091571622	walach@wp.pl	90343603	
Anita	Różewicz	94091924161	a.rozewicz@buziaczek.pl	94429055	
Roma	Baj	94092543747	r.baj@wp.pl	66391326	
Dorosława	Wodzińska	94100129547	wodzinska@o2.pl	69423165	
Placyd	Pawełczyk	94100304137	pawelczyk@buziaczek.pl	74078161	
Aurelian	Maniura	94100432018	maniura@buziaczek.pl	62225164	
Dżesika	Łakomy	94100589345	d.lakomy@amorek.com.pl	58501109	
Emanuel	Pazderski	94100867973	e.pazderski@gmail.com	71915321	
Świętomir	Kwiatkowski	94101171673	s.kwiatkowski@gmail.com	74424244	
Maurycjusz	Sulej	94101510054	m.sulej@buziaczek.pl	74913061	
Jaśmina	Rączkowska	94101547364	j.raczkowska@o2.pl	83326878	
Kryspin	Strzyżewski	94102106751	strzyzewski@wp.pl	7573711	
Franciszka	Kuźniar	94102311340	f.kuzniar@amorek.com.pl	2213691	
Dilara	Zaremba	94102583767	zaremba@o2.pl	91681920	
Alojza	Jabłońska	94102953940	jablonska@wp.pl	26781125	
Gaja	Dąbrowska	94102982108	g.dabrowska@gmail.com	51428084	
Efraim	Urbański	94103105612	e.urbanski@onet.pl	94895669	
Floriana	Piekarska	94110594726	piekarska1@wp.pl	22189514	
Witold	Tatarkiewicz	94111577654	w.tatarkiewicz@gmail.com	46416758	
Diana	Piechota	94112011708	piechota@buziaczek.pl	75918175	
Jaromira	Fikus	94112039320	j.fikus@o2.pl	38041537	
Helena	Imielińska	94112513965	imielinska@amorek.com.pl	63516666	
Jadwiga	Bielecka	94112522509	bielecka@amorek.com.pl	22275123	
Chwalisław	Bodurka	94112966077	c.bodurka@onet.pl	49200440	
Elora	Pawlicka	94113022329	e.pawlicka@o2.pl	43632670	
Dżamil	Woźniak	94120708858	d.wozniak@amorek.com.pl	7316936	
Ludmiła	Frykowska	94121124109	l.frykowska@buziaczek.pl	53393149	
Lucyna	Piskorska	94121253609	l.piskorska@gmail.com	49674094	
Stoisława	Wruk	94121353408	wruk1@buziaczek.pl	75272755	
Brygida	Kalinowska	94121362967	kalinowska@o2.pl	39105671	
Radosława	Pośpiech	94121450044	pospiech1@amorek.com.pl	1776460	
Walentyn	Błach	94121890037	w.blach@onet.pl	74139761	
Leszek	Szczawiński	95010136597	l.szczawinski@gmail.com	31816981	
Machut	Hernik	95010473313	m.hernik@gmail.com	56392242	
Hugo	Adamiuk	95010570836	adamiuk@amorek.com.pl	1131537	
Sławek	Białas	95011047838	s.bialas@onet.pl	97429823	
Olgierd	Szymanek	95011396819	szymanek@amorek.com.pl	12608244	
Wisław	Śmiałowski	95011844435	smialowski@buziaczek.pl	25138892	
Gertruda	Kraszewska	95011990204	kraszewska@amorek.com.pl	58297537	
Miłorad	Kuczera	95012198915	m.kuczera@o2.pl	99568020	
Faris	Dyrcz	95012232239	dyrcz1@buziaczek.pl	90658560	
Mojżesz	Grabski	95012321973	m.grabski@buziaczek.pl	68836897	
Lena	Gębarowicz	95012488104	gebarowicz@gmail.com	69740666	
Kornel	Makowski	95012590151	makowski@onet.pl	19468100	
Stojan	Wachowicz	95020805115	wachowicz@onet.pl	20669303	
Sandra	Makowiecka	95021155547	makowiecka@buziaczek.pl	4274361	
Bartłomieja	Ryś	95021723029	rys@buziaczek.pl	9970901	
Jędrzej	Bareja	95022859556	bareja@wp.pl	49772489	
Norma	Rączkowska	95031127763	raczkowska@amorek.com.pl	71731021	
Nikoleta	Bachleda	95032256422	bachleda@o2.pl	53376349	
Maurycjusz	Skibiński	95032433359	m.skibinski@gmail.com	5757004	
Klementyna	Szablewska	95032456426	k.szablewska@gmail.com	36389494	
Milena	Stroińska	95032644425	stroinska@o2.pl	19831782	
Lenart	Pawlikowski	95032723197	l.pawlikowski@amorek.com.pl	9510651	
Hermes	Grabiński	95040343853	grabinski@onet.pl	64858082	
Rozalinda	Paliwoda	95040661407	r.paliwoda@gmail.com	96597378	
Daromiła	Łazarczyk	95041297465	lazarczyk@amorek.com.pl	67261707	
Oktawiusz	Halicki	95041383496	halicki@onet.pl	42487602	
Petronia	Kowalska	95041966129	kowalska@onet.pl	6269804	
Joachima	Grocholska	95042190569	grocholska@o2.pl	88823491	
Mojmierz	Jałoszyński	95042404215	m.jaloszynski@onet.pl	36393226	
Oskar	Siciński	95050620214	o.sicinski@buziaczek.pl	93406429	
Angelina	Michalak	95050998764	a.michalak@amorek.com.pl	47801057	
Justynian	Czachor	95051055499	czachor@buziaczek.pl	69286934	
Nikolina	Piekarska	95051530806	piekarska@gmail.com	10466289	
Zygbert	Marcinkiewicz	95052015557	marcinkiewicz@gmail.com	50205468	
Nira	Popek	95052671966	popek@onet.pl	16644869	
Symeon	Walczak	95052800999	walczak@buziaczek.pl	59383486	
Iwo	Wodzyński	95060105219	wodzynski@buziaczek.pl	30337298	
Placyda	Szczęsny	95061115044	p.szczesny@gmail.com	72180236	
Kastor	Dziubdziela	95070294657	dziubdziela@o2.pl	44170058	
Ryksa	Jabłonowska	95070437922	jablonowska@gmail.com	41731482	
Fatima	Frąckiewicz	95070535026	f.frackiewicz@gmail.com	76984045	
Kamira	Marcinkowska	95071364906	marcinkowska@amorek.com.pl	20669303	
Herakles	Olszewski	95072190791	olszewski@onet.pl	99657981	
Nina	Salicka	95072274765	n.salicka@wp.pl	55008279	
Herma	Przeździecka	95072496408	h.przezdziecka@onet.pl	5471055	
Alia	Betlińska	95072595022	betlinska@wp.pl	84747024	
Renata	Ochocka	95073097486	r.ochocka@buziaczek.pl	6176519	
Bianka	Danielak	95080121664	danielak1@buziaczek.pl	17283657	
Dajmira	Adamowicz	95081569227	adamowicz@amorek.com.pl	40343104	
Rajner	Wszelaki	95082385675	wszelaki@buziaczek.pl	30631932	
Błażena	Skubiszyńska	95082637369	skubiszynska@wp.pl	32517485	
Ajdin	Ekielski	95082654416	a.ekielski@buziaczek.pl	94099064	
Honory	Czech	95082696816	czech@o2.pl	57103633	
Maryn	Synal	95082996756	synal@onet.pl	93178797	
Jaromir	Wróblewski	95090263994	j.wroblewski@wp.pl	2973975	
Anzelm	Sadowski	95091521037	sadowski@gmail.com	39138774	
Damazy	Pawlikowski	95091564773	pawlikowski@amorek.com.pl	7573711	
Chociemir	Paszkiewicz	95091790932	c.paszkiewicz@o2.pl	146271	
Rut	Lipińska	95091841966	lipinska@onet.pl	75523512	
Roma	Ochab	95091854580	r.ochab@buziaczek.pl	97101929	
Seweryn	Łączkowski	95092117130	laczkowski@onet.pl	91597406	
Tadea	Fiutowska	95092780983	fiutowska@wp.pl	94199597	
Zefiryn	Radwańska	95092901038	z.radwanska@wp.pl	80553615	
Ryta	Piszcz	95092928444	piszcz@wp.pl	54548831	
Hortensja	Zagumny	95100307502	zagumny@amorek.com.pl	75734433	
Tybilla	Śliwowska	95100449640	sliwowska1@amorek.com.pl	45293654	
Chociemira	Kurcz	95100513468	kurcz@buziaczek.pl	3060297	
Mirosz	Zych	95100584859	m.zych@o2.pl	38797677	
Greta	Hermanowicz	95101625001	g.hermanowicz@gmail.com	35112035	
Gniewosz	Statkowski	95101679215	statkowski@amorek.com.pl	9970901	
Aaron	Grodzicki	95101935678	a.grodzicki@onet.pl	87457856	
Szymon	Breza	95102123492	s.breza@wp.pl	23464425	
Waryn	Gawryś	95102343034	w.gawrys@wp.pl	21571113	
Nikodem	Raczyński	95102497191	n.raczynski@amorek.com.pl	23876441	
Teofila	Burzyńska	95102554520	t.burzynska@buziaczek.pl	9061129	
Apollina	Błażowska	95102595882	a.blazowska@o2.pl	43127903	
Ligia	Górska	95103034641	gorska@buziaczek.pl	11857271	
Donat	Dobrzyński	95110915339	d.dobrzynski@buziaczek.pl	95228150	
Brunhilda	Świetlicka	95110978705	swietlicka@onet.pl	40638852	
Ernest	Rutowicz	95111248775	rutowicz@wp.pl	34438494	
Dąbrówka	Drewniowska	95111354085	d.drewniowska@buziaczek.pl	93203014	
Dżem	Radziński	95111426658	d.radzinski@gmail.com	29971409	
Lajla	Masny	95111971905	masny@buziaczek.pl	31816981	
Sylwiusz	Paśniczek	95112079374	pasniczek@gmail.com	15451313	
Jeremiasz	Perlicki	95112269290	j.perlicki@gmail.com	46581737	
Radosław	Rymkiewicz	95112569871	r.rymkiewicz@gmail.com	27341568	
Zbigniew	Golka	95120221231	z.golka@wp.pl	23737688	
Marcjanna	Paśniczek	95120337404	pasniczek1@o2.pl	68182005	
Maksymilian	Szafarz	95120373150	szafarz@o2.pl	7468077	
Teofil	Baliś	95120379613	balis@buziaczek.pl	82570749	
Fabian	Sojka	95120786611	f.sojka@gmail.com	31564570	
Florentyn	Paziński	95120833511	pazinski@o2.pl	9857112	
Jacek	Józefowicz	95120877777	jozefowicz@wp.pl	77999620	
Eunika	Olekszyk	95121316680	olekszyk@buziaczek.pl	57633543	
Hubertyna	Świdzińska	95121855747	swidzinska@wp.pl	94895669	
Wandelin	Siudek	95122194793	w.siudek@onet.pl	28439493	
Zenobiusz	Kotowicz	95122401855	kotowicz@wp.pl	28045916	
Dalmira	Peretjatkowicz	95122711989	peretjatkowicz11@onet.pl	10344286	
Tyberiusz	Schutt	95123119977	schutt@buziaczek.pl	38287664	
Maksymilian	Czechowski	96010983271	czechowski@o2.pl	14643212	
Celina	Kaczmarek	96011181623	c.kaczmarek@buziaczek.pl	82886510	
Beniamin	Pośpiech	96011207219	pospiech@buziaczek.pl	5838761	
Oswald	Adamecki	96011411159	adamecki@buziaczek.pl	28842319	
Eugeniusz	Godlewski	96011623271	e.godlewski@o2.pl	99930760	
Teodora	Lasocka	96011792544	t.lasocka@amorek.com.pl	3108393	
Miłorad	Grodzicki	96011893597	grodzicki@buziaczek.pl	18482794	
Jokasta	Górska	96012165880	j.gorska@gmail.com	55650330	
Irmina	Abakanowicz	96012405104	i.abakanowicz@wp.pl	46758203	
Leontyna	Marciniak	96012673084	marciniak@gmail.com	61311667	
Lajla	Piątek	96012673282	piatek@amorek.com.pl	70913188	
Stefan	Mołdrzyk	96012729952	s.moldrzyk@amorek.com.pl	75322417	
Świętopełk	Sieradzan	96012944018	s.sieradzan@gmail.com	48265825	
Dżamila	Fiutowska	96020627567	d.fiutowska@o2.pl	31581864	
Sara	Regulska	96020888966	regulska@o2.pl	66384984	
Irena	Walewska	96020900961	walewska1@gmail.com	71835259	
Alisa	Mazurek	96021265940	a.mazurek@o2.pl	36011956	
Nora	Sadowska	96021839824	sadowska1@buziaczek.pl	76150849	
Dionizy	Szołtysek	96022788790	d.szoltysek@o2.pl	23047114	
Cina	Grochowiak	96030387060	grochowiak@o2.pl	12292255	
Orian	Śmiałowski	96030859655	o.smialowski@gmail.com	84913539	
Żelisław	Glinka	96031065718	z.glinka@wp.pl	70476897	
Leon	Wiesiołowski	96031195950	wiesiolowski@wp.pl	33021046	
Marta	Garbowska	96031824049	m.garbowska@amorek.com.pl	80561340	
Irmina	Majerska	96031837762	majerska@o2.pl	98850314	
Seweryn	Tworzewski	96031841714	tworzewski@wp.pl	82262535	
Magda	Schutt	96031920608	m.schutt@amorek.com.pl	39247081	
Petronia	Suchecka	96032189509	suchecka@onet.pl	76657199	
Ewa	Konopczyńska	96032237707	e.konopczynska@onet.pl	97702459	
Irmina	Kopiczko	96032454087	kopiczko@buziaczek.pl	95732363	
Franciszek	Sieradzki	96032638133	f.sieradzki@wp.pl	89159739	
Roderyk	Myśliwiec	96032788739	mysliwiec@onet.pl	75918175	
Zygfryd	Swoszowski	96033010754	z.swoszowski@onet.pl	12505458	
Tola	Makowiecka	96040236723	makowiecka@o2.pl	75734433	
Zefiryn	Krasuski	96040273913	krasuski@gmail.com	63002422	
Zdzisław	Kurcz	96040354878	kurcz@wp.pl	90919861	
Lubogost	Wójtowicz	96040636912	wojtowicz11@gmail.com	41416281	
Mira	Kozakiewicz	96041514565	m.kozakiewicz@buziaczek.pl	97136929	
Jarosława	Pajerska	96041769729	j.pajerska@amorek.com.pl	77128324	
Oskar	Żochowski	96042186033	o.zochowski@amorek.com.pl	65520466	
Amanda	Jastrzębska	96042322561	jastrzebska@amorek.com.pl	8852178	
Ewa	Terlecka	96042831247	terlecka@wp.pl	96684770	
Gardomir	Tochowicz	96050398134	g.tochowicz@buziaczek.pl	23126169	
Tacjana	Szymczyk	96050566144	t.szymczyk@amorek.com.pl	3108393	
Anastazja	Araszkiewicz	96050659486	araszkiewicz1@wp.pl	14972307	
Cecyl	Mazur	96051000519	mazur@o2.pl	79571377	
Wszebor	Jażdżewski	96051157051	w.jazdzewski@onet.pl	67988426	
Rajna	Sadowska	96051616084	r.sadowska@onet.pl	49767653	
Tobiasz	Milewski	96051627514	t.milewski@gmail.com	68387624	
Ildefons	Bulsa	96051768996	i.bulsa@amorek.com.pl	20112865	
Szymon	Kaznowski	96051769850	kaznowski@o2.pl	86829868	
Lola	Cichy	96051825967	cichy@buziaczek.pl	13900997	
Borysław	Łomnicki	96052493776	b.lomnicki@o2.pl	86880261	
Stoisław	Niewiadomski	96053093876	niewiadomski@gmail.com	30797421	
Julita	Zawada	96053113961	j.zawada@gmail.com	53865006	
Lilianna	Ochab	96060483844	ochab1@onet.pl	488979	
Roksana	Strużyna	96060553866	r.struzyna@buziaczek.pl	96136025	
Bolebor	Hermanowicz	96061063573	b.hermanowicz@buziaczek.pl	77359855	
Remigiusz	Lasocki	96061179159	lasocki@gmail.com	7851934	
Wirginiusz	Gałczyński	96062396278	w.galczynski@wp.pl	91092372	
Lara	Muszyńska	96070216225	muszynska1@gmail.com	23075183	
Marcjana	Baj	96070354406	m.baj@buziaczek.pl	27122201	
Strzeżymira	Paszek	96070445586	paszek@buziaczek.pl	5838761	
Mściwoj	Rudnicki	96070478571	m.rudnicki@gmail.com	41812708	
Witołd	Zieliński	96070568254	zielinski@buziaczek.pl	61678911	
Waldemar	Zawada	96070936879	w.zawada@buziaczek.pl	17000453	
Florentyn	Nowacki	96072757337	nowacki@buziaczek.pl	77918686	
Marcela	Lutosławska	96073012705	lutoslawska@amorek.com.pl	1997621	
Syriusz	Paziński	96080737679	pazinski@onet.pl	34260414	
Flora	Kamińska	96080819962	kaminska@gmail.com	99274905	
Gaja	Wszelaki	96080937888	wszelaki1@gmail.com	6794064	
Tybita	Świnarska	96081013587	t.swinarska@amorek.com.pl	16286529	
Maryn	Wielowieyski	96081337052	m.wielowieyski@buziaczek.pl	6548121	
Nasif	Jastrzębski	96082031030	n.jastrzebski@amorek.com.pl	28089809	
Kasjusz	Radziński	96082188473	radzinski@gmail.com	42123570	
Olena	Karaś	96082201004	o.karas@amorek.com.pl	11847227	
Jagoda	Perkowska	96082553460	perkowska@gmail.com	9501388	
Adrian	Cielecki	96082860492	cielecki@o2.pl	93395137	
Sławomira	Statkowska	96083139768	statkowska@gmail.com	32472968	
Jerzy	Piekarski	96090223593	piekarski1@buziaczek.pl	31172821	
Laila	Strzyżewska	96091122662	l.strzyzewska@buziaczek.pl	25259891	
Metody	Fornalski	96091186817	fornalski@amorek.com.pl	86384320	
Saba	Zaucha	96091450042	zaucha@buziaczek.pl	2330496	
Ksenia	Kucharska	96092001209	kucharska@o2.pl	19831782	
Korneliusz	Giedroyć	96092468257	k.giedroyc@onet.pl	9510651	
Gotard	Błaszczykowski	96092498454	blaszczykowski@onet.pl	27034078	
Lew	Obrębski	96092778671	l.obrebski@gmail.com	60366510	
Tekla	Iwańska	96092969505	t.iwanska@onet.pl	21538554	
Olena	Pazderska	96100738323	pazderska@o2.pl	27571172	
Walenty	Statkowski	96101202933	statkowski@o2.pl	7246659	
Jarosław	Wójtowicz	96101429039	wojtowicz1@gmail.com	36393226	
Świętomira	Narkiewicz	96101557187	s.narkiewicz@buziaczek.pl	51676087	
Marcelina	Bagińska	96101846726	m.baginska@amorek.com.pl	73610678	
Sulisława	Rzeźnik	96102010625	rzeznik@amorek.com.pl	88359031	
Daromiła	Pietsch	96102039927	pietsch@buziaczek.pl	45780227	
Iwona	Suchecka	96102422260	i.suchecka@wp.pl	22880916	
Eligiusz	Korczyński	96102824390	korczynski@o2.pl	47485060	
Idosława	Raniszewska	96110727160	i.raniszewska@wp.pl	69657648	
Gustaw	Kaczmarek	96110883710	kaczmarek@gmail.com	82062975	
Edmund	Rymkiewicz	96110986338	rymkiewicz@gmail.com	36389494	
Szczepan	Zawadzki	96111461171	zawadzki1@onet.pl	49023659	
Pamela	Pawełek	96111726168	pawelek11@wp.pl	87504027	
Onufry	Pietrasiak	96111857516	pietrasiak@gmail.com	83197073	
Ciesława	Arciszewska	96112077140	arciszewska@gmail.com	9340756	
Kira	Kopiczko	96112578948	k.kopiczko@wp.pl	76232491	
Hilaria	Kiszka	96112788884	kiszka@wp.pl	23865134	
Kwiatosława	Strzyżewska	96112982448	k.strzyzewska@gmail.com	54567053	
Maryla	Jakimowicz	96120878126	m.jakimowicz@wp.pl	76410154	
Izydora	Cichy	96121266746	i.cichy@amorek.com.pl	19021739	
Cecyl	Keffermüller	96121283275	keffermuller@onet.pl	76935345	
Idzia	Szczypiorska	96121542389	i.szczypiorska@buziaczek.pl	39108970	
Leokadiusz	Królicki	96121576238	l.krolicki@onet.pl	72401336	
Mojmira	Kołłątaj	96121690105	m.kollataj@onet.pl	96352957	
Felicjan	Grochowski	96122244075	grochowski@wp.pl	3511644	
Otto	Kałuziński	96122880952	o.kaluzinski@buziaczek.pl	75272755	
Ludwika	Winnicka	96122882145	winnicka@onet.pl	57633543	
Pamela	Ostrowska	96122984045	p.ostrowska@buziaczek.pl	57879146	
Starwit	Sytek	97010195130	s.sytek@o2.pl	91092372	
Sobiesława	Obrębska	97010359822	s.obrebska@gmail.com	63975153	
Krystyna	Zagumny	97010624041	k.zagumny@onet.pl	38154811	
Oktawiusz	Wróblewski	97011153036	wroblewski@gmail.com	10675195	
Leonard	Piszczek	97021032651	l.piszczek@onet.pl	5757004	
Edgar	Malinowski	97021184396	e.malinowski@amorek.com.pl	92341520	
Denis	Gancarczyk	97021227572	d.gancarczyk@amorek.com.pl	64547752	
Daria	Sarnowska	97021253027	sarnowska@o2.pl	60124258	
Stefania	Skrok	97021872383	skrok1@gmail.com	48067084	
Marlena	Warzager	97021900561	m.warzager@buziaczek.pl	71534669	
Jaromira	Sławęta	97022507200	j.slaweta@gmail.com	53072716	
Letycja	Cękalska	97030508662	l.cekalska@gmail.com	3940413	
Gabriel	Pilarski	97030582134	pilarski1@amorek.com.pl	66423321	
